prop	a	b	label
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/intrusion_prevention	https://cso.kmi.open.ac.uk/topics/intrusion_prevention_systems	intrusion prevention
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/detection_accuracy	https://cso.kmi.open.ac.uk/topics/detection_rates	detection accuracy
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/detection_accuracy	https://cso.kmi.open.ac.uk/topics/detection_rate	detection accuracy
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/detection_rates	https://cso.kmi.open.ac.uk/topics/detection_accuracy	detection rates
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/detection_rates	https://cso.kmi.open.ac.uk/topics/detection_rate	detection rates
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/detection_rate	https://cso.kmi.open.ac.uk/topics/detection_accuracy	detection rate
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/detection_rate	https://cso.kmi.open.ac.uk/topics/detection_rates	detection rate
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/security_analysis	https://cso.kmi.open.ac.uk/topics/security_level	security analysis
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/security_level	https://cso.kmi.open.ac.uk/topics/security_analysis	security level
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_cryptography	https://cso.kmi.open.ac.uk/topics/public-key_cryptography	public key cryptography
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_cryptography	https://cso.kmi.open.ac.uk/topics/public_key_cryptography	public-key cryptography
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/hash_functions	https://cso.kmi.open.ac.uk/topics/hash_function	hash functions
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/hash_function	https://cso.kmi.open.ac.uk/topics/hash_functions	hash function
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/provable_security	https://cso.kmi.open.ac.uk/topics/provably_secure	provable security
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/provably_secure	https://cso.kmi.open.ac.uk/topics/provable_security	provably secure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/smartcard	https://cso.kmi.open.ac.uk/topics/smart_cards	smartcard
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/smartcard	https://cso.kmi.open.ac.uk/topics/smart_card	smartcard
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/smart_cards	https://cso.kmi.open.ac.uk/topics/smartcard	smart cards
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/smart_cards	https://cso.kmi.open.ac.uk/topics/smart_card	smart cards
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/smart_card	https://cso.kmi.open.ac.uk/topics/smartcard	smart card
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/smart_card	https://cso.kmi.open.ac.uk/topics/smart_cards	smart card
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystems	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystem	public-key cryptosystems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystems	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystems	public-key cryptosystems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystems	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystem	public-key cryptosystems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_infrastructure	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure_%28pki%29	public-key infrastructure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_infrastructure	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure	public-key infrastructure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_infrastructure	https://cso.kmi.open.ac.uk/topics/pki	public-key infrastructure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure_%28pki%29	https://cso.kmi.open.ac.uk/topics/public-key_infrastructure	public key infrastructure (pki)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure_%28pki%29	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure	public key infrastructure (pki)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure_%28pki%29	https://cso.kmi.open.ac.uk/topics/pki	public key infrastructure (pki)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cryptosystems	https://cso.kmi.open.ac.uk/topics/cryptosystem	cryptosystems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cryptosystem	https://cso.kmi.open.ac.uk/topics/cryptosystems	cryptosystem
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure	https://cso.kmi.open.ac.uk/topics/public-key_infrastructure	public key infrastructure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure_%28pki%29	public key infrastructure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure	https://cso.kmi.open.ac.uk/topics/pki	public key infrastructure
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/pki	https://cso.kmi.open.ac.uk/topics/public-key_infrastructure	pki
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/pki	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure_%28pki%29	pki
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/pki	https://cso.kmi.open.ac.uk/topics/public_key_infrastructure	pki
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/diffie_hellman	https://cso.kmi.open.ac.uk/topics/diffie-hellman	diffie hellman
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/diffie-hellman	https://cso.kmi.open.ac.uk/topics/diffie_hellman	diffie-hellman
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystem	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystems	public-key cryptosystem
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystem	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystems	public-key cryptosystem
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystem	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystem	public-key cryptosystem
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystems	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystems	public key cryptosystems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystems	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystem	public key cryptosystems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystems	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystem	public key cryptosystems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystem	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystems	public key cryptosystem
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystem	https://cso.kmi.open.ac.uk/topics/public-key_cryptosystem	public key cryptosystem
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystem	https://cso.kmi.open.ac.uk/topics/public_key_cryptosystems	public key cryptosystem
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve	https://cso.kmi.open.ac.uk/topics/elliptic_curves	elliptic curve
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography	elliptic curve
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography_%28ecc%29	elliptic curve
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curves	https://cso.kmi.open.ac.uk/topics/elliptic_curve	elliptic curves
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curves	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography	elliptic curves
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curves	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography_%28ecc%29	elliptic curves
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography	https://cso.kmi.open.ac.uk/topics/elliptic_curve	elliptic curve cryptography
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography	https://cso.kmi.open.ac.uk/topics/elliptic_curves	elliptic curve cryptography
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography_%28ecc%29	elliptic curve cryptography
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography_%28ecc%29	https://cso.kmi.open.ac.uk/topics/elliptic_curve	elliptic curve cryptography (ecc)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography_%28ecc%29	https://cso.kmi.open.ac.uk/topics/elliptic_curves	elliptic curve cryptography (ecc)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography_%28ecc%29	https://cso.kmi.open.ac.uk/topics/elliptic_curve_cryptography	elliptic curve cryptography (ecc)
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/graphical_password	https://cso.kmi.open.ac.uk/topics/graphical_passwords	graphical password
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/graphical_passwords	https://cso.kmi.open.ac.uk/topics/graphical_password	graphical passwords
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_detection	https://cso.kmi.open.ac.uk/topics/spam_emails	spam detection
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_detection	https://cso.kmi.open.ac.uk/topics/spam	spam detection
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_detection	https://cso.kmi.open.ac.uk/topics/spammers	spam detection
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_detection	https://cso.kmi.open.ac.uk/topics/spam_filtering	spam detection
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_detection	https://cso.kmi.open.ac.uk/topics/spam_filter	spam detection
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_emails	https://cso.kmi.open.ac.uk/topics/spam_detection	spam emails
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_emails	https://cso.kmi.open.ac.uk/topics/spam	spam emails
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_emails	https://cso.kmi.open.ac.uk/topics/spammers	spam emails
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_emails	https://cso.kmi.open.ac.uk/topics/spam_filtering	spam emails
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_emails	https://cso.kmi.open.ac.uk/topics/spam_filter	spam emails
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam	https://cso.kmi.open.ac.uk/topics/spam_detection	spam
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam	https://cso.kmi.open.ac.uk/topics/spam_emails	spam
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam	https://cso.kmi.open.ac.uk/topics/spammers	spam
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam	https://cso.kmi.open.ac.uk/topics/spam_filtering	spam
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam	https://cso.kmi.open.ac.uk/topics/spam_filter	spam
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spammers	https://cso.kmi.open.ac.uk/topics/spam_detection	spammers
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spammers	https://cso.kmi.open.ac.uk/topics/spam_emails	spammers
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spammers	https://cso.kmi.open.ac.uk/topics/spam	spammers
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spammers	https://cso.kmi.open.ac.uk/topics/spam_filtering	spammers
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spammers	https://cso.kmi.open.ac.uk/topics/spam_filter	spammers
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filtering	https://cso.kmi.open.ac.uk/topics/spam_detection	spam filtering
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filtering	https://cso.kmi.open.ac.uk/topics/spam_emails	spam filtering
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filtering	https://cso.kmi.open.ac.uk/topics/spam	spam filtering
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filtering	https://cso.kmi.open.ac.uk/topics/spammers	spam filtering
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filtering	https://cso.kmi.open.ac.uk/topics/spam_filter	spam filtering
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filter	https://cso.kmi.open.ac.uk/topics/spam_detection	spam filter
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filter	https://cso.kmi.open.ac.uk/topics/spam_emails	spam filter
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filter	https://cso.kmi.open.ac.uk/topics/spam	spam filter
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filter	https://cso.kmi.open.ac.uk/topics/spammers	spam filter
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/spam_filter	https://cso.kmi.open.ac.uk/topics/spam_filtering	spam filter
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/grid_environments	https://cso.kmi.open.ac.uk/topics/grid_environment	grid environments
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/grid_services	https://cso.kmi.open.ac.uk/topics/grid_service	grid services
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/grid_service	https://cso.kmi.open.ac.uk/topics/grid_services	grid service
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/grid_technologies	https://cso.kmi.open.ac.uk/topics/grid_technology	grid technologies
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/grid_technology	https://cso.kmi.open.ac.uk/topics/grid_technologies	grid technology
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/grid_environment	https://cso.kmi.open.ac.uk/topics/grid_environments	grid environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cache_memory	https://cso.kmi.open.ac.uk/topics/cache_memories	cache memory
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cache_memories	https://cso.kmi.open.ac.uk/topics/cache_memory	cache memories
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/data_caches	https://cso.kmi.open.ac.uk/topics/data_cache	data caches
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/data_cache	https://cso.kmi.open.ac.uk/topics/data_caches	data cache
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/multimedia_technologies	https://cso.kmi.open.ac.uk/topics/multimedia_technology	multimedia technologies
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/multimedia_technology	https://cso.kmi.open.ac.uk/topics/multimedia_technologies	multimedia technology
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/on-line_communities	https://cso.kmi.open.ac.uk/topics/online_communities	on-line communities
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/on-line_communities	https://cso.kmi.open.ac.uk/topics/online_community	on-line communities
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/online_communities	https://cso.kmi.open.ac.uk/topics/on-line_communities	online communities
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/online_communities	https://cso.kmi.open.ac.uk/topics/online_community	online communities
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/online_community	https://cso.kmi.open.ac.uk/topics/on-line_communities	online community
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/online_community	https://cso.kmi.open.ac.uk/topics/online_communities	online community
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/cnv	https://cso.kmi.open.ac.uk/topics/copy_number_variation	cnv
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/copy_number_variation	https://cso.kmi.open.ac.uk/topics/cnv	copy number variation
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_community	https://cso.kmi.open.ac.uk/topics/virtual_communities	virtual community
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_communities	https://cso.kmi.open.ac.uk/topics/virtual_community	virtual communities
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_humans	https://cso.kmi.open.ac.uk/topics/virtual_human	virtual humans
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_human	https://cso.kmi.open.ac.uk/topics/virtual_humans	virtual human
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_reality_technology	https://cso.kmi.open.ac.uk/topics/3-d_virtual_environment	virtual reality technology
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_reality_technology	https://cso.kmi.open.ac.uk/topics/virtual_environments	virtual reality technology
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_reality_technology	https://cso.kmi.open.ac.uk/topics/virtual_environment	virtual reality technology
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/3-d_virtual_environment	https://cso.kmi.open.ac.uk/topics/virtual_reality_technology	3-d virtual environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/3-d_virtual_environment	https://cso.kmi.open.ac.uk/topics/virtual_environments	3-d virtual environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/3-d_virtual_environment	https://cso.kmi.open.ac.uk/topics/virtual_environment	3-d virtual environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_environments	https://cso.kmi.open.ac.uk/topics/virtual_reality_technology	virtual environments
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_environments	https://cso.kmi.open.ac.uk/topics/3-d_virtual_environment	virtual environments
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_environments	https://cso.kmi.open.ac.uk/topics/virtual_environment	virtual environments
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_environment	https://cso.kmi.open.ac.uk/topics/virtual_reality_technology	virtual environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_environment	https://cso.kmi.open.ac.uk/topics/3-d_virtual_environment	virtual environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_environment	https://cso.kmi.open.ac.uk/topics/virtual_environments	virtual environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_learning_environments	https://cso.kmi.open.ac.uk/topics/virtual_learning_environment	virtual learning environments
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/virtual_learning_environment	https://cso.kmi.open.ac.uk/topics/virtual_learning_environments	virtual learning environment
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computational_grids	https://cso.kmi.open.ac.uk/topics/computational_grid	computational grids
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computational_grid	https://cso.kmi.open.ac.uk/topics/computational_grids	computational grid
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/task_scheduling	https://cso.kmi.open.ac.uk/topics/task-scheduling	task scheduling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/task_scheduling	https://cso.kmi.open.ac.uk/topics/tasks_scheduling	task scheduling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/task-scheduling	https://cso.kmi.open.ac.uk/topics/task_scheduling	task-scheduling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/task-scheduling	https://cso.kmi.open.ac.uk/topics/tasks_scheduling	task-scheduling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computing_paradigm	https://cso.kmi.open.ac.uk/topics/computing_infrastructures	computing paradigm
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computing_infrastructures	https://cso.kmi.open.ac.uk/topics/computing_paradigm	computing infrastructures
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/grid_workflows	https://cso.kmi.open.ac.uk/topics/grid_workflow	grid workflows
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/grid_workflow	https://cso.kmi.open.ac.uk/topics/grid_workflows	grid workflow
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/tasks_scheduling	https://cso.kmi.open.ac.uk/topics/task_scheduling	tasks scheduling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/tasks_scheduling	https://cso.kmi.open.ac.uk/topics/task-scheduling	tasks scheduling
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computing_resource	https://cso.kmi.open.ac.uk/topics/computing_platform	computing resource
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/computing_platform	https://cso.kmi.open.ac.uk/topics/computing_resource	computing platform
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/programming_language	https://cso.kmi.open.ac.uk/topics/programming_languages	programming language
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/programming_languages	https://cso.kmi.open.ac.uk/topics/programming_language	programming languages
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/distributed_systems	https://cso.kmi.open.ac.uk/topics/distributed_system	distributed systems
http://cso.kmi.open.ac.uk/schema/cso#relatedEquivalent	https://cso.kmi.open.ac.uk/topics/distributed_system	https://cso.kmi.open.ac.uk/topics/distributed_systems	distributed system
